event_id,asset,binance_symbol,mexc_symbol,mexc_market,t0,mexc_listed_ts,tape_status,daily_rows,hourly_rows,first_venue,listing_age_days_at_binance_open,pre_binance_return_30d,pre_binance_return_14d,pre_binance_return_7d,pre_binance_return_3d,pre_binance_return_24h,pre_binance_volatility_7d,pre_binance_volume_7d,pre_binance_volume_24h,pre_binance_range_7d,pre_binance_max_drawdown_7d,pre_binance_pump_score,pre_binance_exhaustion_score,pre_binance_liquidity_proxy,data_source,coverage_status
8580bf0f45e76926710e6d66,TRIA,TRIAUSDT,TRIA_USDT,perp,2026-02-06T12:15:00+00:00,2026-02-03T02:40:27+00:00,collected,3,71,mexc,3.4,0.105126,0.105126,0.105126,0.075866,0.070387,0.023146,4649714.93,4197552.86,1.502595,-0.269616,1.7167,0.1618,792165.77,mexc perp klines,full
3e5ba01473f71c2c24066d67,KAT,KATUSDT,KAT_USDT,perp,2026-03-02T05:00:00+00:00,2026-03-02T04:52:47+00:00,collected,0,0,mexc,0.01,,,,,,,,,,,,,,mexc perp klines,not_collected
a8187d0cf993805cfd2c093e,COPPER,COPPERUSDT,COPPER_USDT,perp,2026-03-06T09:00:00+00:00,2026-01-29T11:08:50+00:00,collected,29,72,mexc,35.91,0.027284,-0.015686,-0.043436,-0.012688,0.00017,0.010573,4166792.63,472802.25,0.078742,-0.05962,-1.5528,0.1181,742676.79,mexc perp klines,full
552172d058d82a30ea33b8c5,EDGE,EDGEUSDT,EDGE_USDT,perp,2026-03-19T14:00:00+00:00,2025-04-03T11:23:32+00:00,collected,0,0,mexc,350.11,,,,,,,,,,,,,,mexc perp klines,not_collected
33d1502c53913a216cd2cd0b,BSB,BSBUSDT,BSB_USDT,perp,2026-03-25T11:45:00+00:00,2026-03-04T08:21:22+00:00,collected,21,71,mexc,21.14,-0.365777,-0.473958,-0.277281,-0.031175,0.428925,0.056688,618108.5,148594.74,0.532484,-0.328346,-1.8488,0.197,100410.76,mexc perp klines,full
26ab833409026c6833e35671,BASED,BASEDUSDT,BASED_USDT,perp,2026-03-30T10:00:00+00:00,2026-03-30T03:45:25+00:00,collected,0,2,mexc,0.26,,,,,-0.06032,,,148687.43,,,,,,mexc perp klines,partial
522a952ef9eba0157e549954,PRL,PRLUSDT,PRL_USDT,perp,2026-04-01T10:30:00+00:00,2026-03-25T08:25:36+00:00,collected,7,71,mexc,7.09,-0.205018,-0.205018,-0.366959,-0.145395,0.219496,0.146464,12884445.69,3003943.76,0.986003,-0.491386,-0.947,0.2948,1875616.61,mexc perp klines,full
6c0f1dc85db6d011c883ed91,GENIUS,GENIUSUSDT,GENIUSUSDT,spot,2026-04-16T03:30:00+00:00,2026-04-13T15:00:00+00:00,collected,3,60,mexc,2.52,-0.019255,-0.019255,-0.019255,-0.09356,0.060257,0.088509,5357565.07,1263372.23,41.0,-0.373024,-0.0822,0.2238,1447747.67,mexc spot klines,full
0c2309bd4c1d478508f92129,CHIP,CHIPUSDT,CHIP_USDT,perp,2026-04-16T07:15:00+00:00,2026-04-16T07:05:51+00:00,collected,0,0,mexc,0.01,,,,,,,,,,,,,,mexc perp klines,not_collected
ccb83aab3b96f19dedf813f2,OPG,OPGUSDT,OPG_USDT,perp,2026-04-22T15:30:00+00:00,2026-04-20T14:51:07+00:00,collected,1,28,mexc,2.03,,,,,0.936895,,,3520736.81,,,,,,mexc perp klines,full
aa14e742e8cfb1efff510dc4,AIGENSYN,AIGENSYNUSDT,AIGENSYN_USDT,perp,2026-04-29T14:15:00+00:00,2026-04-29T12:31:19+00:00,collected,0,2,mexc,0.07,,,,,0.009158,,,1519318.54,,,,,,mexc perp klines,partial
742251cb77d37722f13a482f,BILL,BILLUSDT,BILLUSDT,spot,2026-05-07T08:15:00+00:00,2026-05-04T07:03:00+00:00,collected,3,71,mexc,3.05,0.842941,0.842941,0.842941,0.758331,0.188367,0.258684,74826938.81,27102125.18,15.002,-0.134879,1.2316,0.0809,24355402.61,mexc spot klines,full
56f2f342b29eec0adafc21d9,PHAROS,PHAROSUSDT,PHAROS_USDT,perp,2026-05-14T05:15:00+00:00,2026-04-28T14:21:54+00:00,collected,16,71,mexc,15.62,-0.233486,0.08633,-0.188679,-0.081871,-0.086698,0.101118,24800881.19,691168.37,0.796875,-0.384365,-0.7053,0.5526,1461113.2,mexc perp klines,full
976b92e9c98390bef992d712,OPENAI,OPENAIUSDT,OPENAI_USDT,perp,2026-05-26T08:30:00+00:00,2026-04-14T03:05:34+00:00,collected,29,71,mexc,42.23,0.362962,0.155294,0.099675,-0.027883,-0.036142,0.025013,805848.81,121461.53,0.183757,-0.035608,1.5062,0.0214,128344.51,mexc perp klines,full
572cd83f5720bcd5d1c2187c,CTR,CTRUSDT,CTR_USDT,perp,2026-05-28T09:30:00+00:00,2026-05-26T03:13:55+00:00,collected,2,44,mexc,2.26,-0.175214,-0.175214,-0.175214,-0.175214,-0.072375,,,282193.4,,,,,,mexc perp klines,full
03ba3fbc3b60d01293ced6b8,SLX,SLXUSDT,SLXUSDT,spot,2026-06-01T07:30:00+00:00,2026-05-25T14:00:00+00:00,collected,7,71,mexc,6.73,-0.078269,-0.078269,-0.026694,-0.04,1.028398,0.059467,57282500.41,1207078.07,0.518831,-0.189397,-0.1697,0.4546,10916215.43,mexc spot klines,full
d913e3b032076ea0acc1c625,ANTHROPIC,ANTHROPICUSDT,ANTHROPIC_USDT,perp,2026-06-02T04:30:00+00:00,2026-04-14T03:04:26+00:00,collected,29,71,mexc,49.06,0.62567,0.134774,0.08169,0.021596,-0.023789,0.019907,796844.12,164823.91,0.13159,-0.033461,1.551,0.0201,135421.08,mexc perp klines,full
baf507f943c3234dd3349b17,ZEST,ZESTUSDT,ZEST_USDT,perp,2026-06-04T14:00:00+00:00,2026-05-19T11:14:04+00:00,collected,16,72,mexc,16.12,0.030435,-0.037889,-0.167934,0.015714,0.434665,0.077334,1191115.05,827110.58,0.564626,-0.333816,-0.8208,0.2003,179258.84,mexc perp klines,full
ace902e11e083aed89453fd5,ARX,ARXUSDT,ARX_USDT,perp,2026-06-23T04:45:00+00:00,2026-06-22T04:16:48+00:00,collected,1,18,mexc,1.02,,,,,0.084422,,,10910656.11,,,,,,mexc perp klines,full
c5b864cf4dd397c1d6ef3939,CAP,CAPUSDT,CAP_USDT,perp,2026-06-27T11:45:00+00:00,2026-06-26T05:57:55+00:00,collected,1,23,mexc,1.24,,,,,0.18596,,,7704151.05,,,,,,mexc perp klines,full
236fa99f5592a4897da47982,GRVT,GRVTUSDT,GRVT_USDT,perp,2026-07-31T12:45:00+00:00,2026-07-30T11:55:37+00:00,collected,1,24,mexc,1.03,,,,,-0.114874,,,3814562.83,,,,,,mexc perp klines,full
59e06472fc86d6593e4f1ec7,DOS,DOSUSDT,DOSUSDT,spot,2026-08-11T15:00:00+00:00,2026-08-10T09:07:00+00:00,collected,1,30,mexc,1.25,,,,,0.227544,,,1080794.15,,,,,,mexc spot klines,full
8e5439011d436434070c3559,UNITREE,UNITREEUSDT,UNITREE_USDT,perp,2026-08-19T02:45:00+00:00,2026-07-31T07:11:08+00:00,collected,19,72,mexc,18.82,0.839158,0.230793,0.108998,-0.043455,0.302786,0.05558,7062531.03,5373194.42,0.504306,-0.235694,0.7412,0.1414,910544.62,mexc perp klines,full
52458484e807a05d5e6a8195,MARSCOIN,MARSCOINUSDT,MARSCOINUSDT,spot,2026-09-01T09:45:00+00:00,2026-07-30T09:30:00+00:00,collected,29,71,mexc,33.01,0.442344,0.426168,0.268144,0.0,0.651771,0.157415,1715799.49,567611.45,0.936571,-0.219038,0.6438,0.1314,223049.51,mexc spot klines,full
266efa4370e672325fa7860d,PONS,PONSUSDT,PONSUSDT,spot,2026-09-06T06:45:00+00:00,2026-07-15T06:20:00+00:00,collected,29,71,mexc,53.02,28.430646,10.649381,1.287453,0.296127,0.13499,0.151027,68910436.91,17955230.01,2.560251,-0.111533,3.222,0.0669,10397642.98,mexc spot klines,full
